PROVINCE,DIVISION,DISTRICT,TEHSIL,NOW_POPULATION,POPULATION 1998,FEMALE_POPULATION,MALE_POPULATION,AREA (sq.km),AVG_HOUSEHOLD_SIZE,TRANSGENDER_POPULATION,SEX_RATIO,ANNUAL_GROWTH_RATE,Population Density,POPULATION_INCREASE
SINDH,Shaheed Benazirabad Division,SANGHAR DISTRICT,SANGHAR TALUKA,432792,264882,208586,224172,2118.0,10.83,34,107.9710568,2.71227,204.3399433427762,167910
SINDH,Shaheed Benazirabad Division,SANGHAR DISTRICT,SHAHDADPUR TALUKA,457028,309727,221958,235007,890.0,11.059999999999999,63,106.0710561,1.024,513.5146067415731,147301
SINDH,Shaheed Benazirabad Division,SANGHAR DISTRICT,SINJHORO TALUKA,317004,199474,153769,163186,907.0,11.120000000000001,49,106.1310611,2.48237,349.50826901874314,117530
SINDH,Shaheed Benazirabad Division,SANGHAR DISTRICT,TANDO ADAM TALUKA,357023,230618,172848,184124,440.0,11.39,51,106.8610608,2.6197,811.415909090909,126405
SINDH,Shaheed Benazirabad Division,SHAHEED BENAZIRABAD DISTRICT,DAUR TALUKA,477993,304625,230853,247101,2210.0,11.07,39,107.1510659,1.75651,216.2864253393665,173368
SINDH,Shaheed Benazirabad Division,SHAHEED BENAZIRABAD DISTRICT,KAZI AHMED TALUKA,348944,246797,167843,181060,972.0,10.62,41,108.1210644,1.8816,358.99588477366257,102147
SINDH,Shaheed Benazirabad Division,SHAHEED BENAZIRABAD DISTRICT,NAWABSHAH TALUKA,413402,281302,200022,213314,435.0,10.99,66,107.371063,1.99207,950.3494252873563,132100
SINDH,Shaheed Benazirabad Division,SHAHEED BENAZIRABAD DISTRICT,SAKRAND TALUKA,373167,269860,181371,191760,885.0,10.25,36,105.4710693,1.25478,421.6576271186441,103307
SINDH,Sukkur Division,GHOTKI DISTRICT,DAHARKI TALUKA,310709,178154,149604,161079,2088.0,11.57,26,107.4510824,2.38492,148.80699233716476,132555
SINDH,Sukkur Division,GHOTKI DISTRICT,GHOTKI TALUKA,507087,298634,246236,260772,763.0,10.99,79,105.6510668,2.52389,664.5963302752293,208453
SINDH,Sukkur Division,GHOTKI DISTRICT,KHANGARH TALUKA,149667,86173,72662,76994,1986.0,10.690000000000001,11,106.2710478,1.72,75.36102719033232,63494
SINDH,Sukkur Division,GHOTKI DISTRICT,MIRPUR MATHELO TALUKA,327821,198420,159320,168477,593.0,10.559999999999999,24,105.1910764,2.56306,552.8178752107926,129401
SINDH,Sukkur Division,GHOTKI DISTRICT,UBAURO TALUKA,353424,207416,170449,182950,653.0,11.89,25,107.4310667,2.7395,541.2312404287902,146008
SINDH,Sukkur Division,KHAIRPUR DISTRICT,FAIZ GANJ TALUKA,224088,146436,109086,114999,946.0,10.26,3,105.7710397,1.72541,236.87949260042282,77652
SINDH,Sukkur Division,KHAIRPUR DISTRICT,GAMBAT TALUKA,263218,173252,127577,135633,582.0,12.21,8,106.6210577,1.3446,452.26460481099656,89966
SINDH,Sukkur Division,KHAIRPUR DISTRICT,KHAIRPUR TALUKA,440412,275255,212736,227622,585.0,11.27,54,106.5310742,1.7433,752.8410256410257,165157
SINDH,Sukkur Division,KHAIRPUR DISTRICT,KINGRI TALUKA,340297,228630,165729,174559,531.0,11.969999999999999,9,105.221056,1.5141,640.8606403013183,111667
SINDH,Sukkur Division,KHAIRPUR DISTRICT,KOT DIJI TALUKA,348582,227968,168588,179985,520.0,11.809999999999999,9,106.911063,1.94337,670.35,120614
SINDH,Sukkur Division,KHAIRPUR DISTRICT,MIRWAH TALUKA,352764,226373,171417,181338,631.0,11.86,9,105.8510562,1.83416,559.0554675118859,126391
SINDH,Sukkur Division,KHAIRPUR DISTRICT,NARA TALUKA,160643,92387,76112,84529,11611.0,11.14,2,111.4510983,1.47,13.83541469296357,68256
SINDH,Sukkur Division,KHAIRPUR DISTRICT,SOBHO DERO TALUKA,275186,177450,133581,141589,504.0,12.379999999999999,16,105.4510704,1.87336,546.0039682539683,97736
SINDH,Sukkur Division,SUKKUR DISTRICT,NEW SUKKUR TALUKA,320223,159475,154673,165509,109.0,11.559999999999999,41,106.8510703,2.1404,2937.8256880733943,160748
SINDH,Sukkur Division,SUKKUR DISTRICT,PANO AQIL TALUKA,436372,268201,204973,231357,1042.0,11.49,42,107.613273,2.61253,418.7831094049904,168171
SINDH,Sukkur Division,SUKKUR DISTRICT,ROHRI TALUKA,370582,223990,177950,192598,807.0,11.08,34,108.8210631,2.86212,459.2094175960347,146592
SINDH,Sukkur Division,SUKKUR DISTRICT,SALEHPAT TALUKA,129736,64646,61775,67952,2957.0,10.780000000000001,9,110.2310911,2.47,43.874196821102466,65090
SINDH,Sukkur Division,SUKKUR DISTRICT,SUKKUR CITY TALUKA,231459,215075,112511,118916,250.0,5.46,32,0.010569,0.0046,925.836,16384
BALOCHISTAN,Makran Division,AWARAN DISTRICT,AWARAN TEHSIL,30345,27156,15024,15320,13075.0,13.53,1,101.9810197,5.87,2.3208413001912045,3189
BALOCHISTAN,Makran Division,AWARAN DISTRICT,GISHKORE SUB-TEHSIL,18390,22430,8704,9683,4578.0,5.07,3,111.2500,1.04,4.017038007863696,-4040
BALOCHISTAN,Makran Division,AWARAN DISTRICT,JHAL JAO SUB-TEHSIL,40010,34214,19056,20949,9439.0,6.81,5,109.9300,0.83,4.23879648267825,5796
BALOCHISTAN,Makran Division,AWARAN DISTRICT,MASHKAI TEHSIL,33076,34373,15965,17111,2418.0,14.66,0,103.411374,2.65,13.679073614557485,-1297
BALOCHISTAN,Kalat Division,KALAT DISTRICT,GAZG SUB-TEHSIL,5721,3979,2609,3112,1390.0,6.02,0,119.2800,1.93,4.115827338129496,1742
BALOCHISTAN,Kalat Division,KALAT DISTRICT,JOHAN SUB-TEHSIL,10708,12299,5083,5625,1328.0,6.8,0,110.6600,0.73,8.063253012048193,-1591
BALOCHISTAN,Kalat Division,KALAT DISTRICT,KALAT TEHSIL,129094,86565,62629,66465,3788.0,13.25,0,107.510277,1.95258,34.07972544878564,42529
BALOCHISTAN,Kalat Division,KALAT DISTRICT,MANGOCHAR TEHSIL,65678,41590,31500,34177,1148.0,7.7,1,108.500,2.43,57.210801393728225,24088
BALOCHISTAN,Kalat Division,KALAT DISTRICT,SURAB TEHSIL,200857,93401,98430,102427,762.0,16.24,0,105.379818,3.73629,263.59186351706035,107456
BALOCHISTAN,Makran Division,KHARAN DISTRICT,KHARAN TEHSIL,80703,43772,38511,42192,5072.0,14.22,0,106.511134,3.24328,15.91147476340694,36931
BALOCHISTAN,Makran Division,KHARAN DISTRICT,SAR KHARAN TEHSIL,49393,29768,23955,25438,3539.0,5.86,0,106.1900,2.7,13.95676744843176,19625
BALOCHISTAN,Makran Division,KHARAN DISTRICT,SUB TEHSIL TOHMULK,32670,23360,15669,17001,6347.0,6.22,0,108.500,1.78,5.147313691507799,9310
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,ARANJI SUB-TEHSIL,42318,28561,19658,22656,7456.0,6.0,4,115.2500,2.09,5.675697424892704,13757
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,KARAKH SUB-TEHSIL,31016,21984,14933,16082,1352.0,5.78,1,107.6900,1.82,22.940828402366865,9032
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,KHUZDAR TEHSIL,299464,161845,143762,155682,6112.0,13.280000000000001,20,106.8410923,2.68372,48.996073298429316,137619
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,MOOLA SUB-TEHSIL,23386,13143,11350,12027,3283.0,6.1,9,105.9600,3.07,7.1233627779469995,10243
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,NAL SUB-TEHSIL,130897,59314,62148,68737,4413.0,13.52,12,110.8710981,2.65,29.66168139587582,71583
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,ORNACH SUB-TEHSIl,37588,20907,17395,20191,3368.0,5.7,2,116.0700,3.13,11.160332541567696,16681
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,SAROONA SUB-TEHSIL,32125,20580,14696,17427,3257.0,5.23,2,118.5800,2.37,9.86337120049125,11545
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,WADH TEHSIL,100115,52333,47817,52281,2118.0,12.34,17,108.0311406,3.77253,47.26864966949953,47782
BALOCHISTAN,Kalat Division,KHUZDAR DISTRICT,ZEHRI TEHSIL,101987,38799,47709,54268,4021.0,18.1,10,111.711173,4.9956,25.363591146480974,63188
BALOCHISTAN,Makran Division,LASBELA DISTRICT,BELA TEHSIL,104727,68341,50027,54696,1527.0,11.46,4,108.4711218,2.33205,68.58349705304519,36386
BALOCHISTAN,Makran Division,LASBELA DISTRICT,DUREJI TEHSIL,45541,31504,21689,23851,2813.0,10.29,1,109.8811019,0.19,16.189477426235335,14037
BALOCHISTAN,Makran Division,LASBELA DISTRICT,GADDANI TEHSIL,24593,18957,11802,12791,419.0,11.74,0,111.1110261,4.0919,58.6945107398568,5636
BALOCHISTAN,Makran Division,LASBELA DISTRICT,HUB TEHSIL,205487,80934,97782,107703,868.0,13.85,2,108.211045,2.23562,236.73617511520737,124553
BALOCHISTAN,Makran Division,LASBELA DISTRICT,LAKHRA TEHSIL,35495,25474,17400,18094,1954.0,6.06,1,103.9900,1.76,18.16530194472876,10021
BALOCHISTAN,Makran Division,LASBELA DISTRICT,LIARI TEHSIL,11730,7846,5740,5990,2010.0,4.74,0,104.3600,2.14,5.835820895522388,3884
BALOCHISTAN,Makran Division,LASBELA DISTRICT,SONMIANI/WINDER TEHSIL,64019,31799,30797,33220,2616.0,12.370000000000001,2,107.3910843,2.84504,24.472094801223243,32220
BALOCHISTAN,Makran Division,LASBELA DISTRICT,UTHAL TEHSIL,72290,39724,34301,37988,1756.0,12.27,1,107.3811586,2.58425,41.16742596810934,32566
BALOCHISTAN,Kalat Division,MASTUNG DISTRICT,DASHT TEHSIL,64765,24570,30722,34040,1047.0,6.34,3,110.800,5.22,61.85768863419293,40195
BALOCHISTAN,Kalat Division,MASTUNG DISTRICT,KHAD KOCHA SUB-TEHSIL,38860,19262,18595,20265,640.0,6.54,0,108.9800,3.76,60.71875,19598
BALOCHISTAN,Kalat Division,MASTUNG DISTRICT,KIRDGAP SUB-TEHSIL,28624,24214,13942,14682,929.0,6.4,0,105.3100,0.88,30.81162540365985,4410
BALOCHISTAN,Kalat Division,MASTUNG DISTRICT,MASTUNG TEHSIL,133427,81993,64910,68517,692.0,14.440000000000001,0,106.081041,2.83197,192.8135838150289,51434
BALOCHISTAN,Makran Division,WASHUK DISTRICT,BESIMA SUB-TEHSIL,40266,16740,18753,21513,6014.0,6.66,0,114.7200,4.72,6.695377452610575,23526
BALOCHISTAN,Makran Division,WASHUK DISTRICT,MASHKHEL SUB-TEHSIL,38634,29844,18414,20219,11663.0,4.97,1,109.800,1.37,3.3125267941353,8790
BALOCHISTAN,Makran Division,WASHUK DISTRICT,NAG SUB-TEHSIL,34477,19956,16734,17743,4338.0,5.43,0,106.0300,2.91,7.94767173812817,14521
BALOCHISTAN,Makran Division,WASHUK DISTRICT,SHAHGORI SUB-TEHSIL,27548,19641,13216,14332,3584.0,5.19,0,108.4400,1.79,7.686383928571429,7907
BALOCHISTAN,Makran Division,WASHUK DISTRICT,WASHUK SUB-TEHSIL,34787,23828,16753,18034,7494.0,12.26,0,104.7710939,3.15,4.641980250867361,10959
BALOCHISTAN,Makran Division,GWADAR DISTRICT,GWADAR TEHSIL,137695,72614,62963,74724,2590.0,12.79,8,109.512385,2.89372,53.164092664092664,65081
BALOCHISTAN,Makran Division,GWADAR DISTRICT,JIWANI TEHSIL,26691,19788,12836,13851,454.0,11.85,4,106.2910866,2.06138,58.790748898678416,6903
BALOCHISTAN,Makran Division,GWADAR DISTRICT,ORMARA TEHSIL,25634,18848,11483,14151,2796.0,10.64,0,111.2312901,0.3823,9.168097281831187,6786
BALOCHISTAN,Makran Division,GWADAR DISTRICT,PASNI TEHSIL,61347,56902,28783,32559,4822.0,14.17,5,112.0411396,0.11083,12.722314392368311,4445
BALOCHISTAN,Makran Division,GWADAR DISTRICT,SUNTSER SUB-TEHSIL,10886,17346,5055,5831,1975.0,5.31,0,115.3500,2.42,5.511898734177215,-6460
BALOCHISTAN,Makran Division,KECH DISTRICT,BALNIGORE SUB-TEHSIL,44595,19560,21373,23222,1238.0,6.19,0,108.6500,4.42,36.021809369951534,25035
BALOCHISTAN,Makran Division,KECH DISTRICT,BULAIDA SUB-TEHSIL,77148,35251,35265,41872,1997.0,14.309999999999999,11,123.711429,0.3,38.631947921882826,41897
BALOCHISTAN,Makran Division,KECH DISTRICT,DASHT SUB-TEHSIL,76470,39061,35459,41008,2486.0,6.86,3,115.6500,3.59,30.76025744167337,37409
BALOCHISTAN,Makran Division,KECH DISTRICT,HOSHAB SUB-TEHSIL,52947,37819,22549,30389,2213.0,6.55,9,134.7700,1.78,23.925440578400362,15128
BALOCHISTAN,Makran Division,KECH DISTRICT,KECH (TURBAT) TEHSIL,416608,157142,187771,228779,9742.0,12.26,58,118.7512485,4.45615,42.764114144939434,259466
BALOCHISTAN,Makran Division,KECH DISTRICT,MAND SUB-TEHSIL,50995,35281,23835,27158,1456.0,6.0,2,113.9400,1.95,35.02403846153846,15714
BALOCHISTAN,Makran Division,KECH DISTRICT,TUMP SUB-TEHSIL,146008,51234,66580,79412,1945.0,15.6,16,122.811248,3.45,75.06838046272493,94774
BALOCHISTAN,Makran Division,KECH DISTRICT,ZAMORAN SUB-TEHSIL,42411,37856,21370,21038,1462.0,7.7,3,98.4500,0.6,29.008891928864568,4555
BALOCHISTAN,Makran Division,PANJGUR DISTRICT,GICHK SUB-TEHSIL,16646,22568,7676,8967,8387.0,8.37,3,116.8200,1.59,1.984738285441755,-5922
BALOCHISTAN,Makran Division,PANJGUR DISTRICT,GOWARGO TEHSIL,16329,24377,7905,8424,1471.0,5.7,0,106.5700,2.08,11.100611828687967,-8048
BALOCHISTAN,Makran Division,PANJGUR DISTRICT,PANJGUR TEHSIL,259163,168268,122820,136327,3655.0,14.61,16,109.5911419,1.03723,70.90642954856361,90895
BALOCHISTAN,Makran Division,PANJGUR DISTRICT,PAROME TEHSIL,23215,18838,10551,12661,3378.0,8.49,3,120.000,1.1,6.872409709887507,4377
BALOCHISTAN,Naseerabad Division,JAFFARABAD DISTRICT,GANDHAKA TEHSIL,74881,52767,36650,38209,554.0,5.93,22,104.2500,1.86,135.16425992779784,22114
BALOCHISTAN,Naseerabad Division,JAFFARABAD DISTRICT,JHAT PAT TEHSIL,253107,131060,123077,130000,690.0,13.120000000000001,30,105.5310583,3.314,366.82173913043476,122047
BALOCHISTAN,Naseerabad Division,JAFFARABAD DISTRICT,USTA MUHAMMAD TEHSIL,185984,107463,91320,94663,399.0,13.34,1,104.410262,2.48363,466.125313283208,78521
BALOCHISTAN,Naseerabad Division,JHAL MAGSI DISTRICT,GANDAWA TEHSIL,51180,34791,24897,26282,1344.0,12.309999999999999,1,106.110265,2.58019,38.080357142857146,16389
BALOCHISTAN,Naseerabad Division,JHAL MAGSI DISTRICT,JHAL MAGSI TEHSIL,88279,63588,42675,45604,1679.0,5.86,0,106.8600,1.74,52.578320428826686,24691
BALOCHISTAN,Naseerabad Division,JHAL MAGSI DISTRICT,MIRPUR SUB-TEHSIL,9441,11562,4601,4840,592.0,6.21,0,105.1900,1.06,15.947635135135135,-2121
BALOCHISTAN,Naseerabad Division,KACHHI DISTRICT,BALANARI SUB-TEHSIL,43341,39597,20746,22595,402.0,6.13,0,108.900,0.48,107.81343283582089,3744
BALOCHISTAN,Naseerabad Division,KACHHI DISTRICT,BHAG TEHSIL,73459,56023,35183,38269,1308.0,13.100000000000001,7,109.71057,1.38164,56.16131498470948,17436
BALOCHISTAN,Naseerabad Division,KACHHI DISTRICT,DHADAR TEHSIL,42389,45481,20306,22083,976.0,15.12,0,108.81087,0.97091,43.431352459016395,-3092
BALOCHISTAN,Naseerabad Division,KACHHI DISTRICT,KHATTAN SUB-TEHSIL,14213,7202,6802,7411,277.0,8.05,0,109.000,3.64,51.31046931407942,7011
BALOCHISTAN,Naseerabad Division,KACHHI DISTRICT,MACH SUB-TEHSIL,39629,30107,18547,21082,708.0,14.67,0,109.71181,1.44147,55.97316384180791,9522
BALOCHISTAN,Naseerabad Division,KACHHI DISTRICT,SANNI SUB-TEHSIL,96901,77070,44049,52851,2011.0,9.4,1,120.000,1.21,48.18547986076579,19831
BALOCHISTAN,Naseerabad Division,NASIRABAD DISTRICT,BABA KOT TEHSIL,49480,19531,23636,25844,967.0,6.69,0,109.3400,5.0,51.168562564632886,29949
BALOCHISTAN,Naseerabad Division,NASIRABAD DISTRICT,CHATTAR SUB-TEHSIL,76536,50446,36725,39811,961.0,7.91,0,108.400,2.21,79.6420395421436,26090
BALOCHISTAN,Naseerabad Division,NASIRABAD DISTRICT,DERA MURAD JAMALI TEHSIL,230775,104107,112572,118203,776.0,14.68,0,105.5410425,3.84495,297.3904639175258,126668
BALOCHISTAN,Naseerabad Division,NASIRABAD DISTRICT,TAMBOO TEHSIL,131056,71810,63349,67706,683.0,7.2,1,106.8800,3.21,191.88286969253295,59246
BALOCHISTAN,Naseerabad Division,SOHBATPUR DISTRICT,FARIDABAD TEHSIL,58204,33400,28484,29719,137.0,6.69,1,104.3400,2.96,424.84671532846716,24804
BALOCHISTAN,Naseerabad Division,SOHBATPUR DISTRICT,SANHRI TEHSIL,88788,66681,43005,45781,331.0,6.39,2,106.4600,1.52,268.2416918429003,22107
BALOCHISTAN,Naseerabad Division,SOHBATPUR DISTRICT,SOHBATPUR TEHSIL,53434,41446,25960,27467,334.0,12.8,7,105.2910743,1.05239,159.98203592814372,11988
BALOCHISTAN,Quetta Division,CHAGAI DISTRICT,CHAGAI SUB-TEHSIL,58256,22511,27859,30396,3975.0,7.18,1,109.1100,5.12,14.65559748427673,35745
BALOCHISTAN,Quetta Division,CHAGAI DISTRICT,DALBANDIN TEHSIL,127468,60328,61514,65949,15363.0,14.69,5,107.6610418,4.47163,8.297077393738203,67140
BALOCHISTAN,Quetta Division,CHAGAI DISTRICT,NOKUNDI SUB-TEHSIL,22283,14029,10432,11851,16092.0,6.42,0,113.600,2.46,1.3847253293562019,8254
BALOCHISTAN,Quetta Division,CHAGAI DISTRICT,TAFTAN SUB-TEHSIL,18510,7666,7732,10777,9318.0,8.14,1,139.3800,4.74,1.986477784932389,10844
BALOCHISTAN,Quetta Division,KILLA ABDULLAH DISTRICT,CHAMAN TEHSIL,434561,151854,204811,229749,1341.0,16.27,1,112.2411201,6.43415,324.05741983594334,282707
BALOCHISTAN,Quetta Division,KILLA ABDULLAH DISTRICT,DOBANDI SUB-TEHSIL,61741,31050,27804,33936,1604.0,7.48,1,122.0500,3.68,38.491895261845386,30691
BALOCHISTAN,Quetta Division,KILLA ABDULLAH DISTRICT,GULISTAN TEHSIL,114984,66883,55190,59793,1536.0,6.98,1,108.3400,2.89,74.859375,48101
BALOCHISTAN,Quetta Division,KILLA ABDULLAH DISTRICT,KILLA ABDULLAH TEHSIL,147068,110937,71246,75821,413.0,13.04,1,104.9511352,0.45,356.0968523002421,36131
BALOCHISTAN,Quetta Division,NUSHKI DISTRICT,NUSHKI TEHSIL,178947,98030,86373,92571,5797.0,15.969999999999999,3,106.2710979,3.1354,30.86889770570985,80917
BALOCHISTAN,Quetta Division,PISHIN DISTRICT,BARSHORE SUB-TEHSIL,103423,95132,50802,52620,2474.0,5.97,1,103.5800,0.44,41.803961196443005,8291
BALOCHISTAN,Quetta Division,PISHIN DISTRICT,HURRAM ZAI SUB-TEHSIL,132102,58093,63679,68415,418.0,11.46,8,109.3310108,3.04,316.0334928229665,74009
BALOCHISTAN,Quetta Division,PISHIN DISTRICT,KAREZAT SUB-TEHSIL,137466,63375,65854,71584,2044.0,11.89,28,110.4410459,2.29,67.25342465753425,74091
BALOCHISTAN,Quetta Division,PISHIN DISTRICT,PISHIN TEHSIL,307610,131261,148376,159214,1199.0,11.59,20,107.2610765,4.96232,256.5554628857381,176349
BALOCHISTAN,Quetta Division,PISHIN DISTRICT,SARANAN TEHSIL,56302,28867,27516,28782,83.0,11.49,4,108.8210261,2.32,678.3373493975904,27435
BALOCHISTAN,Quetta Division,QUETTA DISTRICT,PANJ PAI SUB-TEHSIL,19011,15139,9287,9723,1205.0,8.17,1,104.6900,1.2,15.77676348547718,3872
BALOCHISTAN,Quetta Division,QUETTA DISTRICT,QUETTA CITY TEHSIL,1722746,638896,818823,903729,779.0,16.52,194,108.0911205,12.74304,2211.483953786906,1083850
BALOCHISTAN,Quetta Division,QUETTA DISTRICT,QUETTA SADDAR TEHSIL,527716,120512,250608,277024,1463.0,7.59,84,110.5400,8.07,360.7081339712919,407204
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,BAIKER SUB-TEHSIL,19497,5305,8914,10583,258.0,7.18,0,118.7200,7.08,75.56976744186046,14192
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,DERA BUGTI TEHSIL,48415,32403,22993,25422,927.0,13.04,0,110.8911032,1.09308,52.22761596548004,16012
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,LOTI TEHSIL,18058,8491,8095,9963,803.0,6.98,0,123.0800,4.04,22.488169364881692,9567
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,MALAM SUB-TEHSIL,27265,19504,14049,13216,957.0,7.25,0,94.0700,1.78,28.49007314524556,7761
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,PHELAWAGH TEHSIL,28054,11760,14123,13931,205.0,7.16,0,98.6400,4.67,136.84878048780487,16294
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,PIR KOH SUB-TEHSIL,40629,27448,18692,21937,1619.0,5.74,0,117.3600,2.08,25.09512044471896,13181
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,SANGSILLAH SUB-TEHSIL,10217,13700,4781,5435,1533.0,6.69,1,113.6800,1.53,6.66470971950424,-3483
BALOCHISTAN,Quetta Division,DERA BUGTI DISTRICT,SUI TEHSIL,120975,62699,56406,64569,3858.0,13.260000000000002,0,127.5210661,1.37,31.35692068429238,58276
BALOCHISTAN,Quetta Division,HARNAI DISTRICT,HARNAI TEHSIL,64056,51482,30336,33704,259.0,11.64,16,111.5410947,0.98186,247.32046332046332,12574
BALOCHISTAN,Quetta Division,HARNAI DISTRICT,KHOAST SUB-TEHSIL,12279,9908,5872,6407,1619.0,5.78,0,109.1100,1.13,7.584311303273625,2371
BALOCHISTAN,Quetta Division,HARNAI DISTRICT,SHAHRIG TEHSIL,20717,15262,8861,11853,614.0,10.43,3,110.3915783,2.48,33.741042345276874,5455
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,GRISANI SUB-TEHSIL,17027,4057,7668,9359,174.0,7.72,0,122.0500,7.83,97.85632183908046,12970
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,KAHAN TEHSIL,73833,26765,37348,36485,3754.0,11.06,0,97.6900,5.48,19.667820990942992,47068
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,KOHLU TEHSIL,45152,26702,21528,23624,231.0,13.84,0,111.7510662,2.59315,195.46320346320346,18450
BALOCHISTAN,Quetta Division,KOHLU DISTRICT,MAWAND TEHSIL,41516,24056,19036,22480,2915.0,6.37,0,118.0900,2.91,14.242195540308748,17460
BALOCHISTAN,Quetta Division,SIBI DISTRICT,KOT MANDAI SUB-TEHSIL,7583,8057,3551,4032,1977.0,6.02,0,113.5500,0.32,3.8356095093576124,-474
BALOCHISTAN,Quetta Division,SIBI DISTRICT,LEHRI TEHSIL,44490,32576,21278,23211,1817.0,5.91,1,109.0800,1.65,24.485415520088058,11914
